mirnet,mir_id,mir_acc,symbol,embl,entrez,experiment,pmid
mirnet-hsa-266,hsa-mir-17,MIMAT0000070,RUNX1,ENSG00000159216,861,Western blot,17589498
mirnet-hsa-267,hsa-mir-17,MIMAT0000070,PRKD2,ENSG00000105287,25865,other,18700987
mirnet-hsa-268,hsa-mir-17,MIMAT0000070,PRKD1,ENSG00000184304,5587,other,18700987
mirnet-hsa-269,hsa-mir-17,MIMAT0000070,RBL1,ENSG00000080839,5933,other,18700987
mirnet-hsa-270,hsa-mir-17,MIMAT0000070,TSG101,ENSG00000074319,7251,other,18700987
mirnet-hsa-271,hsa-mir-17,MIMAT0000070,GAB1,ENSG00000109458,2549,other,18700987
mirnet-hsa-272,hsa-mir-17,MIMAT0000070,MAPK9,ENSG00000050748,5601,other,18700987
mirnet-hsa-273,hsa-mir-17,MIMAT0000070,NCOA3,ENSG00000124151,8202,other,18700987
mirnet-hsa-274,hsa-mir-17,MIMAT0000070,BCL2L11,ENSG00000153094,10018,other,18700987
mirnet-hsa-275,hsa-mir-17,MIMAT0000070,CCND1,ENSG00000110092,595,other,18695042
mirnet-hsa-276,hsa-mir-17,MIMAT0000070,IL-8,NA,NA,ELISA,20406904
mirnet-hsa-277,hsa-mir-17,MIMAT0000070,JAK1,ENSG00000162434,3716,Western blot,20299512
mirnet-hsa-278,hsa-mir-17,MIMAT0000070,CDKN1A,ENSG00000124762,1026,phenotypic analysis of target gene,20299512
mirnet-hsa-279,hsa-mir-17,MIMAT0000070,EDG1,NA,NA,phenotypic analysis of target gene,20299512
mirnet-hsa-280,hsa-mir-17,MIMAT0000070,BIM,NA,NA,Western blot,20299512
mirnet-hsa-281,hsa-mir-17,MIMAT0000070,VIM,ENSG00000026025,7431,other,19771525
mirnet-hsa-282,hsa-mir-17,MIMAT0000070,BCL2,ENSG00000171791,596,other,19666108
mirnet-hsa-283,hsa-mir-17,MIMAT0000070,MEF2D,ENSG00000116604,4209,other,19666108
mirnet-hsa-284,hsa-mir-17,MIMAT0000070,MAP3K12,ENSG00000139625,7786,other,19666108
mirnet-hsa-285,hsa-mir-17,MIMAT0000070,CCND1,ENSG00000110092,595,Western blot,19823025
mirnet-hsa-286,hsa-mir-17,MIMAT0000070,BMPR2,ENSG00000204217,659,Western blot,19390056
mirnet-hsa-287,hsa-mir-17,MIMAT0000070,p21,NA,NA,other,20299512
mirnet-hsa-288,hsa-mir-18a,MIMAT0000072,CTGF,NA,NA,other,20305691
mirnet-hsa-289,hsa-mir-18a,MIMAT0000072,THBS1,ENSG00000137801,7057,Western blot,20299512
mirnet-hsa-290,hsa-mir-18a,MIMAT0000072,BIM,NA,NA,Western blot,20299512
mirnet-hsa-291,hsa-mir-18a,MIMAT0000072,ESR1,ENSG00000091831,2099,Western blot,20080637
mirnet-hsa-292,hsa-mir-19a,MIMAT0000073,PTEN,ENSG00000171862,5728,other,14697198
mirnet-hsa-293,hsa-mir-19a,MIMAT0000073,PTEN,ENSG00000284792,5728,other,14697198
mirnet-hsa-294,hsa-mir-19a,MIMAT0000073,ATXN1,ENSG00000124788,6310,Western blot,18758459
mirnet-hsa-295,hsa-mir-19a,MIMAT0000073,BCL2L11,ENSG00000153094,10018,Western blot,18728182
mirnet-hsa-296,hsa-mir-19a,MIMAT0000073,SOCS1,ENSG00000185338,8651,other,18728182
mirnet-hsa-297,hsa-mir-19a,MIMAT0000073,CTGF,NA,NA,other,20305691
mirnet-hsa-298,hsa-mir-19a,MIMAT0000073,THBS1,ENSG00000137801,7057,Western blot,20299512
mirnet-hsa-299,hsa-mir-19a,MIMAT0000073,BIM,NA,NA,Western blot,20299512
mirnet-hsa-300,hsa-mir-19a,MIMAT0000073,ESR1,ENSG00000091831,2099,Western blot,20080637
mirnet-hsa-301,hsa-mir-19a,MIMAT0000073,NR4A2,ENSG00000153234,4929,other,19885849
mirnet-hsa-302,hsa-mir-19a,MIMAT0000073,ERBB4,ENSG00000178568,2066,other,19885849
mirnet-hsa-303,hsa-mir-19a,MIMAT0000073,CCND1,ENSG00000110092,595,Western blot,20133739
mirnet-hsa-304,hsa-mir-19a,MIMAT0000073,BMPRII,NA,NA,Western blot,19390056
mirnet-hsa-305,hsa-mir-19a,MIMAT0000073,TNF-α,NA,NA,Western blot,21271217
mirnet-hsa-306,hsa-mir-19b,MIMAT0000074,BCL2L11,ENSG00000153094,10018,Western blot,18728182
mirnet-hsa-307,hsa-mir-19b,MIMAT0000074,SOCS1,ENSG00000185338,8651,other,18728182
mirnet-hsa-308,hsa-mir-19b,MIMAT0000074,CTGF,NA,NA,other,20305691
mirnet-hsa-309,hsa-mir-19b,MIMAT0000074,ESR1,ENSG00000091831,2099,Luciferase activity assay,19706389
mirnet-hsa-310,hsa-mir-19b,MIMAT0000074,FMR1,ENSG00000102081,2332,other,20435064
mirnet-hsa-311,hsa-mir-20a,MIMAT0000075,E2F1,ENSG00000101412,1869,Western blot,15944709
mirnet-hsa-312,hsa-mir-20a,MIMAT0000075,RUNX1,ENSG00000159216,861,Western blot,17589498
mirnet-hsa-313,hsa-mir-20a,MIMAT0000075,CCND1,ENSG00000110092,595,other,18695042
mirnet-hsa-314,hsa-mir-20a,MIMAT0000075,IL-8,NA,NA,ELISA,20406904
mirnet-hsa-315,hsa-mir-20a,MIMAT0000075,JAK1,ENSG00000162434,3716,Western blot,20299512
mirnet-hsa-316,hsa-mir-20a,MIMAT0000075,BIM,NA,NA,Western blot,20299512
mirnet-hsa-317,hsa-mir-20a,MIMAT0000075,BCL2,ENSG00000171791,596,other,19666108
mirnet-hsa-318,hsa-mir-20a,MIMAT0000075,MEF2D,ENSG00000116604,4209,other,19666108
mirnet-hsa-319,hsa-mir-20a,MIMAT0000075,MAP3K12,ENSG00000139625,7786,other,19666108
mirnet-hsa-320,hsa-mir-20a,MIMAT0000075,CCND1,ENSG00000110092,595,Western blot,19823025
mirnet-hsa-321,hsa-mir-20a,MIMAT0000075,BMPRII,NA,NA,Western blot,19390056
mirnet-hsa-322,hsa-mir-20a,MIMAT0000075,VEGFA,ENSG00000112715,7422,ELISA,18320040
mirnet-hsa-323,hsa-mir-20a,MIMAT0000075,E2F1,ENSG00000101412,1869,Western blot,18025036
mirnet-hsa-324,hsa-mir-21,MIMAT0000076,TPM1,ENSG00000140416,7168,Western blot,17363372
mirnet-hsa-325,hsa-mir-21,MIMAT0000076,NFIB,ENSG00000147862,4781,Western blot,18384814
mirnet-hsa-326,hsa-mir-21,MIMAT0000076,PDCD4,ENSG00000150593,27250,Western blot,18372920
mirnet-hsa-327,hsa-mir-21,MIMAT0000076,PDCD4,ENSG00000150593,27250,Western blot,18270520
mirnet-hsa-328,hsa-mir-21,MIMAT0000076,SERPINB5,ENSG00000206075,5268,Western blot,18270520
mirnet-hsa-329,hsa-mir-21,MIMAT0000076,PDCD4,ENSG00000150593,27250,Western blot,17968323
mirnet-hsa-330,hsa-mir-21,MIMAT0000076,CDKN1A,ENSG00000124762,1026,other,17991735
mirnet-hsa-331,hsa-mir-21,MIMAT0000076,FAS,ENSG00000026103,355,other,17991735
mirnet-hsa-332,hsa-mir-21,MIMAT0000076,FAM3C,ENSG00000196937,10447,other,17991735
mirnet-hsa-333,hsa-mir-21,MIMAT0000076,HIPK3,ENSG00000110422,10114,other,17991735
mirnet-hsa-334,hsa-mir-21,MIMAT0000076,PRRG4,ENSG00000135378,79056,other,17991735
mirnet-hsa-335,hsa-mir-21,MIMAT0000076,ACTA2,ENSG00000107796,59,other,17991735
mirnet-hsa-336,hsa-mir-21,MIMAT0000076,BTG2,ENSG00000159388,7832,other,17991735
mirnet-hsa-337,hsa-mir-21,MIMAT0000076,BMPR2,ENSG00000204217,659,other,17991735
mirnet-hsa-338,hsa-mir-21,MIMAT0000076,SESN1,ENSG00000080546,27244,other,17991735
mirnet-hsa-339,hsa-mir-21,MIMAT0000076,IL6R,ENSG00000160712,3570,other,17991735
mirnet-hsa-340,hsa-mir-21,MIMAT0000076,PDCD4,ENSG00000150593,27250,Western blot,17991735
mirnet-hsa-341,hsa-mir-21,MIMAT0000076,SOCS5,ENSG00000171150,9655,other,17991735
mirnet-hsa-342,hsa-mir-21,MIMAT0000076,GLCCI1,ENSG00000106415,113263,other,17991735
mirnet-hsa-343,hsa-mir-21,MIMAT0000076,APAF1,ENSG00000120868,317,other,17991735
mirnet-hsa-344,hsa-mir-21,MIMAT0000076,SLC16A10,ENSG00000112394,117247,other,17991735
mirnet-hsa-345,hsa-mir-21,MIMAT0000076,SGK3,ENSG00000104205,23678,other,17991735
mirnet-hsa-346,hsa-mir-21,MIMAT0000076,RP2,ENSG00000102218,6102,other,17991735
mirnet-hsa-347,hsa-mir-21,MIMAT0000076,CDK6,ENSG00000105810,1021,Western blot,17991735
mirnet-hsa-348,hsa-mir-21,MIMAT0000076,CFL2,ENSG00000165410,1073,Western blot,17991735
mirnet-hsa-349,hsa-mir-21,MIMAT0000076,RECK,ENSG00000122707,8434,Western blot,18794849
mirnet-hsa-350,hsa-mir-21,MIMAT0000076,TIMP3,ENSG00000100234,7078,Western blot,18591254
mirnet-hsa-351,hsa-mir-21,MIMAT0000076,RECK,ENSG00000122707,8434,unknown,18591254
mirnet-hsa-352,hsa-mir-21,MIMAT0000076,MTAP,ENSG00000099810,4507,other,19013014
mirnet-hsa-353,hsa-mir-21,MIMAT0000076,PDCD4,ENSG00000150593,27250,other,19013014
mirnet-hsa-354,hsa-mir-21,MIMAT0000076,SOX5,ENSG00000134532,6660,other,19013014
mirnet-hsa-355,hsa-mir-21,MIMAT0000076,JMY,ENSG00000152409,133746,other,18829576
mirnet-hsa-356,hsa-mir-21,MIMAT0000076,TGFBR2,ENSG00000163513,7048,other,18829576
mirnet-hsa-357,hsa-mir-21,MIMAT0000076,TGFBR3,ENSG00000069702,7049,other,11829576
mirnet-hsa-358,hsa-mir-21,MIMAT0000076,HNRNPK,ENSG00000165119,3190,other,11829576
mirnet-hsa-359,hsa-mir-21,MIMAT0000076,HNRNPK,ENSG00000165119,3190,other,18829576
mirnet-hsa-360,hsa-mir-21,MIMAT0000076,tp63,NA,NA,other,11829576
mirnet-hsa-361,hsa-mir-21,MIMAT0000076,APAF1,ENSG00000120868,317,other,18829576
mirnet-hsa-362,hsa-mir-21,MIMAT0000076,BMPR2,ENSG00000204217,659,other,11829576
mirnet-hsa-363,hsa-mir-21,MIMAT0000076,TOPORS,ENSG00000197579,10210,other,11829576
mirnet-hsa-364,hsa-mir-21,MIMAT0000076,DAXX,ENSG00000204209,1616,other,18829576
mirnet-hsa-365,hsa-mir-21,MIMAT0000076,DAXX,ENSG00000229396,1616,other,18829576
mirnet-hsa-366,hsa-mir-21,MIMAT0000076,DAXX,ENSG00000231617,1616,other,18829576
mirnet-hsa-367,hsa-mir-21,MIMAT0000076,DAXX,ENSG00000206279,1616,other,18829576
mirnet-hsa-368,hsa-mir-21,MIMAT0000076,DAXX,ENSG00000206206,1616,other,18829576
mirnet-hsa-369,hsa-mir-21,MIMAT0000076,DAXX,ENSG00000227046,1616,other,18829576
mirnet-hsa-370,hsa-mir-21,MIMAT0000076,TP53BP2,ENSG00000143514,7159,other,18829576
mirnet-hsa-371,hsa-mir-21,MIMAT0000076,PPIF,ENSG00000108179,10105,other,11829576
mirnet-hsa-372,hsa-mir-21,MIMAT0000076,PDCD4,ENSG00000150593,27250,Immunoblot analysis,18850008
mirnet-hsa-373,hsa-mir-21,MIMAT0000076,PTEN,ENSG00000171862,5728,Immunoblot analysis,18850008
mirnet-hsa-374,hsa-mir-21,MIMAT0000076,PTEN,ENSG00000284792,5728,Immunoblot analysis,18850008
mirnet-hsa-375,hsa-mir-21,MIMAT0000076,pten,NA,NA,other,19175831
mirnet-hsa-376,hsa-mir-21,MIMAT0000076,TGFB1,ENSG00000105329,7040,other,19264808
mirnet-hsa-377,hsa-mir-21,MIMAT0000076,RASA1,ENSG00000145715,5921,other,19264808
mirnet-hsa-378,hsa-mir-21,MIMAT0000076,RASGRP1,ENSG00000172575,10125,other,19264808
mirnet-hsa-379,hsa-mir-21,MIMAT0000076,PDCD4,ENSG00000150593,27250,other,19264808
mirnet-hsa-380,hsa-mir-21,MIMAT0000076,PDCD4,ENSG00000150593,27250,Western blot,19276261
mirnet-hsa-381,hsa-mir-21,MIMAT0000076,PTEN,ENSG00000171862,5728,Western blot,19906824
mirnet-hsa-382,hsa-mir-21,MIMAT0000076,PTEN,ENSG00000284792,5728,Western blot,19906824
mirnet-hsa-383,hsa-mir-21,MIMAT0000076,PDCD4,ENSG00000150593,27250,Western blot,19906824
mirnet-hsa-384,hsa-mir-21,MIMAT0000076,E2F1,ENSG00000101412,1869,Western blot,19906824
mirnet-hsa-385,hsa-mir-21,MIMAT0000076,TGFBR2,ENSG00000163513,7048,Western blot,19906824
mirnet-hsa-386,hsa-mir-21,MIMAT0000076,CDC25A,ENSG00000164045,993,Western blot,19826040
mirnet-hsa-387,hsa-mir-21,MIMAT0000076,BMPR2,ENSG00000204217,659,Western blot,19578724
mirnet-hsa-388,hsa-mir-21,MIMAT0000076,LRRFIP1,ENSG00000124831,9208,Western blot,19559015
mirnet-hsa-389,hsa-mir-21,MIMAT0000076,BTG2,ENSG00000159388,7832,Western blot,19546886
mirnet-hsa-390,hsa-mir-21,MIMAT0000076,JAG1,ENSG00000101384,182,other,19398721
mirnet-hsa-391,hsa-mir-21,MIMAT0000076,MARCKS,ENSG00000277443,4082,Western blot,19302977
mirnet-hsa-392,hsa-mir-21,MIMAT0000076,Peli1,NA,NA,other,20167875
mirnet-hsa-393,hsa-mir-21,MIMAT0000076,RECK,ENSG00000122707,8434,Western blot,20154725
mirnet-hsa-394,hsa-mir-21,MIMAT0000076,PPARA,ENSG00000186951,5465,Western blot,20693317
mirnet-hsa-395,hsa-mir-21,MIMAT0000076,STAT3,ENSG00000168610,6774,Western blot,21381024
mirnet-hsa-396,hsa-mir-21,MIMAT0000076,NT-3,NA,NA,other,22019057
mirnet-hsa-397,hsa-mir-22,MIMAT0000077,ESR1,ENSG00000091831,2099,Western blot,18347104
mirnet-hsa-398,hsa-mir-22,MIMAT0000077,PPARA,ENSG00000186951,5465,Western blot,18347104
mirnet-hsa-399,hsa-mir-22,MIMAT0000077,PPARA,ENSG00000186951,5465,Western blot,19011694
mirnet-hsa-400,hsa-mir-22,MIMAT0000077,BMP7,ENSG00000101144,655,Western blot,19011694
mirnet-hsa-401,hsa-mir-22,MIMAT0000077,MAX,ENSG00000125952,4149,Western blot,20214878
mirnet-hsa-402,hsa-mir-22,MIMAT0000077,ESR1,ENSG00000091831,2099,Western blot,20180843
mirnet-hsa-403,hsa-mir-22,MIMAT0000077,PTEN,ENSG00000171862,5728,Western blot,0
mirnet-hsa-404,hsa-mir-22,MIMAT0000077,PTEN,ENSG00000284792,5728,Western blot,0
mirnet-hsa-405,hsa-mir-23a,MIMAT0000078,C21orf33,NA,NA,Western blot,12808467
mirnet-hsa-406,hsa-mir-23a,MIMAT0000078,CXCL12,ENSG00000107562,6387,other,14697198
mirnet-hsa-407,hsa-mir-23a,MIMAT0000078,POU4F2,ENSG00000151615,5458,other,14697198
mirnet-hsa-408,hsa-mir-23a,MIMAT0000078,HES1,ENSG00000114315,3280,other,15066185
mirnet-hsa-409,hsa-mir-23a,MIMAT0000078,C21orf33,NA,NA,other,15066185
mirnet-hsa-410,hsa-mir-23a,MIMAT0000078,C6orf134,NA,NA,other,15131085
mirnet-hsa-411,hsa-mir-24-1*,MIMAT0000079,SLITRK1,ENSG00000178235,114798,other,16224024
mirnet-hsa-412,hsa-mir-24,MIMAT0000080,MAPK14,ENSG00000112062,1432,other,15131085
mirnet-hsa-413,hsa-mir-24,MIMAT0000080,CDKN2A,ENSG00000147889,1029,Western blot,18365017
mirnet-hsa-414,hsa-mir-24,MIMAT0000080,ACVR1B,ENSG00000135503,91,Western blot,17906079
mirnet-hsa-415,hsa-mir-24,MIMAT0000080,DHFR,ENSG00000228716,1719,Western blot,17686970
mirnet-hsa-416,hsa-mir-24,MIMAT0000080,DHFR,ENSG00000228716,1719,Western blot,20041160
mirnet-hsa-417,hsa-mir-24,MIMAT0000080,MKK4,NA,NA,Western blot,19861690
mirnet-hsa-418,hsa-mir-24,MIMAT0000080,MYC,ENSG00000136997,4609,Western blot,19748357
mirnet-hsa-419,hsa-mir-24,MIMAT0000080,E2F2,ENSG00000007968,1870,Western blot,19748357
mirnet-hsa-420,hsa-mir-24,MIMAT0000080,E2F2,ENSG00000282899,1870,Western blot,19748357
mirnet-hsa-421,hsa-mir-24,MIMAT0000080,AURKB,ENSG00000178999,9212,other,19748357
mirnet-hsa-422,hsa-mir-24,MIMAT0000080,BRCA1,ENSG00000012048,672,other,19748357
mirnet-hsa-423,hsa-mir-24,MIMAT0000080,CCNA2,ENSG00000145386,890,other,19748357
mirnet-hsa-424,hsa-mir-24,MIMAT0000080,CDC2,NA,NA,other,19748357
mirnet-hsa-425,hsa-mir-24,MIMAT0000080,CDK4,ENSG00000135446,1019,other,19748357
mirnet-hsa-426,hsa-mir-24,MIMAT0000080,FEN1,ENSG00000168496,2237,other,19748357
mirnet-hsa-427,hsa-mir-24,MIMAT0000080,NOTCH1,ENSG00000148400,4851,other,17150773
mirnet-hsa-428,hsa-mir-25,MIMAT0000081,TAF6L,ENSG00000162227,10629,other,18728182
mirnet-hsa-429,hsa-mir-25,MIMAT0000081,MKK4,NA,NA,Western blot,19861690
mirnet-hsa-430,hsa-mir-25,MIMAT0000081,BIM,NA,NA,Western blot,19422085
mirnet-hsa-431,hsa-mir-25,MIMAT0000081,FBXW7,ENSG00000109670,55294,Western blot,20826802
mirnet-hsa-432,hsa-mir-26a,MIMAT0000082,SMAD1,ENSG00000170365,4086,other,14697198
mirnet-hsa-433,hsa-mir-26a,MIMAT0000082,PLAG1,ENSG00000181690,5324,activity assay,16461460
mirnet-hsa-434,hsa-mir-26a,MIMAT0000082,TGFBR2,ENSG00000163513,7048,activity assay,16461460
mirnet-hsa-435,hsa-mir-26a,MIMAT0000082,SMAD1,ENSG00000170365,4086,Western blot,18197755
mirnet-hsa-436,hsa-mir-26a,MIMAT0000082,SMAD1,ENSG00000170365,4086,Western blot,17922609
mirnet-hsa-437,hsa-mir-26a,MIMAT0000082,EZH2,ENSG00000106462,2146,other,18713946
mirnet-hsa-438,hsa-mir-26a,MIMAT0000082,EZH2,ENSG00000106462,2146,Western blot,20478051
mirnet-hsa-439,hsa-mir-26a,MIMAT0000082,SERBP1,ENSG00000142864,26135,other,17637574
mirnet-hsa-440,hsa-mir-26b,MIMAT0000083,TAF12,ENSG00000120656,6883,other,20831567
mirnet-hsa-441,hsa-mir-26b,MIMAT0000083,PTP4A1,ENSG00000112245,7803,other,20831567
mirnet-hsa-442,hsa-mir-26b,MIMAT0000083,CHFR,ENSG00000072609,55743,other,20831567
mirnet-hsa-443,hsa-mir-26b,MIMAT0000083,ALS2CR2,NA,NA,other,20831567
mirnet-hsa-444,hsa-mir-26b,MIMAT0000083,SERBP1,ENSG00000142864,26135,other,17637574
mirnet-hsa-445,hsa-mir-27a,MIMAT0000084,PHB,ENSG00000167085,5245,other,18789835
mirnet-hsa-446,hsa-mir-27a,MIMAT0000084,RUNX1,ENSG00000159216,861,Western blot,19114653
mirnet-hsa-447,hsa-mir-27a,MIMAT0000084,FOXO1,ENSG00000150907,2308,Western blot,20028871
mirnet-hsa-448,hsa-mir-27a,MIMAT0000084,FADD,ENSG00000168040,8772,Western blot,19513126
mirnet-hsa-449,hsa-mir-27a,MIMAT0000084,GCA,ENSG00000115271,25801,other,19440384
mirnet-hsa-450,hsa-mir-27a,MIMAT0000084,PEX7,ENSG00000112357,5191,other,19440384
mirnet-hsa-451,hsa-mir-27a,MIMAT0000084,FBXW7,ENSG00000109670,55294,Western blot,21460851
mirnet-hsa-452,hsa-mir-27a,MIMAT0000084,SP1,ENSG00000185591,6667,Western blot,18006846
mirnet-hsa-453,hsa-mir-27a,MIMAT0000084,SP3,ENSG00000172845,6670,Western blot,18006846
mirnet-hsa-454,hsa-mir-27a,MIMAT0000084,SP4,ENSG00000105866,6671,Western blot,18006846
mirnet-hsa-455,hsa-mir-29a,MIMAT0000086,BACE1,ENSG00000186318,23621,Western blot,18434550
mirnet-hsa-456,hsa-mir-29a,MIMAT0000086,DNMT3A,ENSG00000119772,1788,other,17890317
mirnet-hsa-457,hsa-mir-29a,MIMAT0000086,DNMT3B,ENSG00000088305,1789,other,17890317
mirnet-hsa-458,hsa-mir-29a,MIMAT0000086,SPARC,ENSG00000113140,6678,other,18390668
mirnet-hsa-459,hsa-mir-29a,MIMAT0000086,PIK3R1,ENSG00000145675,5295,Western blot,19079265
mirnet-hsa-460,hsa-mir-29a,MIMAT0000086,CDC42,ENSG00000070831,998,Western blot,19079265
mirnet-hsa-461,hsa-mir-29a,MIMAT0000086,ZFP36,ENSG00000128016,7538,Western blot,19247375
mirnet-hsa-462,hsa-mir-29a,MIMAT0000086,COL3A1,ENSG00000168542,1281,other,20201077
mirnet-hsa-463,hsa-mir-29a,MIMAT0000086,MCL1,ENSG00000143384,4170,Western blot,19850741
mirnet-hsa-464,hsa-mir-29a,MIMAT0000086,CXXC6,NA,NA,Western blot,19850741
mirnet-hsa-465,hsa-mir-29a,MIMAT0000086,CDK6,ENSG00000105810,1021,Western blot,19850741
mirnet-hsa-466,hsa-mir-29a,MIMAT0000086,CD276,ENSG00000103855,80381,Western blot,19584290
mirnet-hsa-467,hsa-mir-29a,MIMAT0000086,PTEN,ENSG00000171862,5728,Western blot,21573166
mirnet-hsa-468,hsa-mir-29a,MIMAT0000086,PTEN,ENSG00000284792,5728,Western blot,21573166
mirnet-hsa-469,hsa-mir-29a,MIMAT0000086,col2a1,NA,NA,Western blot,21665270
mirnet-hsa-470,hsa-mir-30a,MIMAT0000087,BDNF,ENSG00000176697,627,ELISA,18632683
mirnet-hsa-471,hsa-mir-30a,MIMAT0000087,AK1,ENSG00000106992,203,other,19185580
mirnet-hsa-472,hsa-mir-30a,MIMAT0000087,Tnrc6a,NA,NA,other,19185580
mirnet-hsa-473,hsa-mir-30a,MIMAT0000087,TNRC6A,ENSG00000090905,27327,other,19767416
mirnet-hsa-474,hsa-mir-30a,MIMAT0000087,TNRC6A,ENSG00000288130,27327,other,19767416
mirnet-hsa-475,hsa-mir-30a,MIMAT0000087,BECN1P1,NA,NA,Western blot,19535919
mirnet-hsa-476,hsa-mir-30a,MIMAT0000087,KRT7,ENSG00000135480,3855,Western blot,19378336
mirnet-hsa-477,hsa-mir-30a,MIMAT0000087,NOTCH1,ENSG00000148400,4851,other,17150773
mirnet-hsa-478,hsa-mir-30a*,MIMAT0000088,VEZT,ENSG00000028203,55591,polyribosome profile assay,16239240
mirnet-hsa-479,hsa-mir-30a*,MIMAT0000088,TMEM2,NA,NA,polyribosome profile assay,16239240
mirnet-hsa-480,hsa-mir-30a*,MIMAT0000088,THBS1,ENSG00000137801,7057,polyribosome profile assay,16239240
mirnet-hsa-481,hsa-mir-30a*,MIMAT0000088,SLC7A6,ENSG00000103064,9057,polyribosome profile assay,16239240
mirnet-hsa-482,hsa-mir-30a*,MIMAT0000088,WDR82,ENSG00000164091,80335,polyribosome profile assay,16239240
mirnet-hsa-483,hsa-mir-30a*,MIMAT0000088,CYR61,NA,NA,polyribosome profile assay,16239240
mirnet-hsa-484,hsa-mir-30a*,MIMAT0000088,TUBA1A,ENSG00000167552,7846,polyribosome profile assay,16239240
mirnet-hsa-485,hsa-mir-30a*,MIMAT0000088,CDK6,ENSG00000105810,1021,polyribosome profile assay,16239240
mirnet-hsa-486,hsa-mir-32,MIMAT0000090,TAF6L,ENSG00000162227,10629,other,18728182
mirnet-hsa-487,hsa-mir-33a,MIMAT0000091,ABCA1,ENSG00000165029,19,Western blot,20466882
mirnet-hsa-488,hsa-mir-92a,MIMAT0000092,ITGA5,ENSG00000161638,3678,Western blot,19460962
mirnet-hsa-489,hsa-mir-92a,MIMAT0000092,BMPRII,NA,NA,Western blot,19390056
mirnet-hsa-490,hsa-mir-93,MIMAT0000093,TAF6L,ENSG00000162227,10629,other,18728182
mirnet-hsa-491,hsa-mir-93,MIMAT0000093,FUS1,NA,NA,Western blot,19671678
mirnet-hsa-492,hsa-mir-93,MIMAT0000093,E2F1,ENSG00000101412,1869,Western blot,19486339
mirnet-hsa-493,hsa-mir-93,MIMAT0000093,CDKN1A,ENSG00000124762,1026,Western blot,19422085
mirnet-hsa-494,hsa-mir-93,MIMAT0000093,E2F1,ENSG00000101412,1869,Western blot,18328430
mirnet-hsa-495,hsa-mir-93,MIMAT0000093,CDKN1A,ENSG00000124762,1026,Western blot,18328430
mirnet-hsa-496,hsa-mir-93,MIMAT0000093,VEGFA,ENSG00000112715,7422,ELISA,18320040
mirnet-hsa-497,hsa-mir-96,MIMAT0000095,HTR1B,ENSG00000135312,3351,other,18283276
mirnet-hsa-498,hsa-mir-96,MIMAT0000095,ADCY6,ENSG00000174233,112,other,17597072
mirnet-hsa-499,hsa-mir-96,MIMAT0000095,MITF,ENSG00000187098,4286,other,17597072
mirnet-hsa-500,hsa-mir-96,MIMAT0000095,FOXO1,ENSG00000150907,2308,Western blot,20028871
mirnet-hsa-501,hsa-mir-96,MIMAT0000095,IRS1,ENSG00000169047,3667,Western blot,19502786
mirnet-hsa-502,hsa-mir-96,MIMAT0000095,AQP5,ENSG00000161798,362,other,19363479
mirnet-hsa-503,hsa-mir-96,MIMAT0000095,CELSR2,ENSG00000143126,1952,other,19363479
mirnet-hsa-504,hsa-mir-96,MIMAT0000095,ODF2,ENSG00000136811,4957,other,19363479
mirnet-hsa-505,hsa-mir-96,MIMAT0000095,MYRIP,ENSG00000170011,25924,other,19363479
mirnet-hsa-506,hsa-mir-96,MIMAT0000095,RYK,ENSG00000163785,6259,other,19363479
mirnet-hsa-507,hsa-mir-98,MIMAT0000096,HMGA2,ENSG00000149948,8091,Western blot,17222355
mirnet-hsa-508,hsa-mir-98,MIMAT0000096,FUS1,NA,NA,Western blot,19671678
mirnet-hsa-509,hsa-mir-99a,MIMAT0000097,IGF-IR,NA,NA,other,20484036
mirnet-hsa-510,hsa-mir-99a,MIMAT0000097,RPTOR,ENSG00000141564,57521,other,20484036
mirnet-hsa-511,hsa-mir-99a,MIMAT0000097,FGFR3,ENSG00000068078,2261,Western blot,19843843
mirnet-hsa-512,hsa-mir-99a,MIMAT0000097,RAVER2,ENSG00000162437,55225,other,17637574
mirnet-hsa-513,hsa-mir-100,MIMAT0000098,IGF-IR,NA,NA,Western blot,20484036
mirnet-hsa-514,hsa-mir-100,MIMAT0000098,RPTOR,ENSG00000141564,57521,Western blot,20484036
mirnet-hsa-515,hsa-mir-100,MIMAT0000098,FGFR3,ENSG00000068078,2261,Western blot,19843843
mirnet-hsa-516,hsa-mir-100,MIMAT0000098,PLK1,ENSG00000166851,5347,other,19739117
mirnet-hsa-517,hsa-mir-101,MIMAT0000099,MYCN,ENSG00000134323,4613,other,14697198
mirnet-hsa-518,hsa-mir-101,MIMAT0000099,ICOS,ENSG00000163600,29851,other,18172933
mirnet-hsa-519,hsa-mir-101,MIMAT0000099,ATXN1,ENSG00000124788,6310,Western blot,18758459
mirnet-hsa-520,hsa-mir-101,MIMAT0000099,MCL1,ENSG00000143384,4170,other,19155302
mirnet-hsa-521,hsa-mir-101,MIMAT0000099,PTGS2,ENSG00000073756,5743,Western blot,19133256
mirnet-hsa-522,hsa-mir-101,MIMAT0000099,EZH2,ENSG00000106462,2146,Immunoblot analysis,19008416
mirnet-hsa-523,hsa-mir-101,MIMAT0000099,EZH2,ENSG00000106462,2146,other,20478051
mirnet-hsa-524,hsa-mir-101,MIMAT0000099,ATM,ENSG00000149311,472,other,20617180
