mirnet,mir_id,mir_acc,symbol,embl,entrez,experiment,pmid
mirnet-hsa-1608,hsa-mir-302a,MIMAT0000684,CCND1,ENSG00000110092,595,Western blot,18710938
mirnet-hsa-1609,hsa-mir-302a,MIMAT0000684,LEFTY1,ENSG00000243709,10637,other,19386261
mirnet-hsa-1610,hsa-mir-302a,MIMAT0000684,LEFTY2,ENSG00000143768,7044,other,19386261
mirnet-hsa-1611,hsa-mir-302a,MIMAT0000684,CCND1,ENSG00000110092,595,Western blot,21062975
mirnet-hsa-1612,hsa-mir-34b*,MIMAT0000685,VEGFA,ENSG00000112715,7422,ELISA,18320040
mirnet-hsa-1613,hsa-mir-34b*,MIMAT0000685,CREB1,ENSG00000118260,1385,Western blot,19258499
mirnet-hsa-1614,hsa-mir-34b*,MIMAT0000685,MYC,ENSG00000136997,4609,Western blot,20212154
mirnet-hsa-1615,hsa-mir-34c-5p,MIMAT0000686,MYC,ENSG00000136997,4609,Western blot,20212154
mirnet-hsa-1616,hsa-mir-99b,MIMAT0000689,RAVER2,ENSG00000162437,55225,other,17637574
mirnet-hsa-1617,hsa-mir-296-5p,MIMAT0000690,HGS,ENSG00000185359,9146,other,18977327
mirnet-hsa-1618,hsa-mir-296-5p,MIMAT0000690,CCND1,ENSG00000110092,595,Western blot,20485139
mirnet-hsa-1619,hsa-mir-296-5p,MIMAT0000690,CDKN1B,ENSG00000111276,1027,Western blot,20485139
mirnet-hsa-1620,hsa-mir-296-5p,MIMAT0000690,ABCB1,ENSG00000085563,5243,Western blot,20485139
mirnet-hsa-1621,hsa-mir-296-5p,MIMAT0000690,BCL2,ENSG00000171791,596,Western blot,20485139
mirnet-hsa-1622,hsa-mir-296-5p,MIMAT0000690,BAX,ENSG00000087088,581,Western blot,20485139
mirnet-hsa-1623,hsa-mir-30e,MIMAT0000692,UBE2I,ENSG00000103275,7329,Western blot,19223510
mirnet-hsa-1624,hsa-mir-30e*,MIMAT0000693,IκBα,NA,NA,other,22156201
mirnet-hsa-1625,hsa-mir-365,MIMAT0000710,HDAC4,ENSG00000068024,9759,Western blot,21856783
mirnet-hsa-1626,hsa-mir-302b*,MIMAT0000714,FMR1,ENSG00000102081,2332,other,20435064
mirnet-hsa-1627,hsa-mir-302b,MIMAT0000715,CCND2,ENSG00000118971,894,other,18930031
mirnet-hsa-1628,hsa-mir-302b,MIMAT0000715,TP63,ENSG00000073282,8626,Western blot,19342891
mirnet-hsa-1629,hsa-mir-302b,MIMAT0000715,BMI1,ENSG00000168283,648,Western blot,21062975
mirnet-hsa-1630,hsa-mir-302c,MIMAT0000717,ESR1,ENSG00000091831,2099,other,19684618
mirnet-hsa-1631,hsa-mir-302c,MIMAT0000717,CCND1,ENSG00000110092,595,Western blot,21062975
mirnet-hsa-1632,hsa-mir-302d,MIMAT0000718,TRPS1,ENSG00000104447,7227,other,19229866
mirnet-hsa-1633,hsa-mir-302d,MIMAT0000718,MBNL2,ENSG00000139793,10150,other,19229866
mirnet-hsa-1634,hsa-mir-302d,MIMAT0000718,KLF13,ENSG00000169926,51621,other,19229866
mirnet-hsa-1635,hsa-mir-302d,MIMAT0000718,KLF13,ENSG00000275746,51621,other,19229866
mirnet-hsa-1636,hsa-mir-302d,MIMAT0000718,NR4A2,ENSG00000153234,4929,other,19885849
mirnet-hsa-1637,hsa-mir-302d,MIMAT0000718,ERBB4,ENSG00000178568,2066,other,19885849
mirnet-hsa-1638,hsa-mir-302d,MIMAT0000718,CDK2,ENSG00000123374,1017,Western blot,21062975
mirnet-hsa-1639,hsa-mir-302d,MIMAT0000718,CCND2,ENSG00000118971,894,Western blot,21062975
mirnet-hsa-1640,hsa-mir-302d,MIMAT0000718,VEGFA,ENSG00000112715,7422,ELISA,18320040
mirnet-hsa-1641,hsa-mir-370,MIMAT0000722,MAP3K8,ENSG00000107968,1326,Western blot,17621267
mirnet-hsa-1642,hsa-mir-372,MIMAT0000724,LATS2,ENSG00000150457,26524,Western blot,16564011
mirnet-hsa-1643,hsa-mir-372,MIMAT0000724,VEGFA,ENSG00000112715,7422,ELISA,18320040
mirnet-hsa-1644,hsa-mir-372,MIMAT0000724,LATS2,ENSG00000150457,26524,other,18155131
mirnet-hsa-1645,hsa-mir-372,MIMAT0000724,TRPS1,ENSG00000104447,7227,other,19229866
mirnet-hsa-1646,hsa-mir-372,MIMAT0000724,MBNL2,ENSG00000139793,10150,other,19229866
mirnet-hsa-1647,hsa-mir-372,MIMAT0000724,KLF13,ENSG00000169926,51621,other,19229866
mirnet-hsa-1648,hsa-mir-372,MIMAT0000724,KLF13,ENSG00000275746,51621,other,19229866
mirnet-hsa-1649,hsa-mir-372,MIMAT0000724,NR4A2,ENSG00000153234,4929,other,19885849
mirnet-hsa-1650,hsa-mir-372,MIMAT0000724,ERBB4,ENSG00000178568,2066,other,19885849
mirnet-hsa-1651,hsa-mir-372,MIMAT0000724,RECK,ENSG00000122707,8434,Western blot,20154725
mirnet-hsa-1652,hsa-mir-373,MIMAT0000726,LATS2,ENSG00000150457,26524,Western blot,16564011
mirnet-hsa-1653,hsa-mir-373,MIMAT0000726,CD44,ENSG00000026508,960,Western blot,18193036
mirnet-hsa-1654,hsa-mir-373,MIMAT0000726,RPIA,ENSG00000153574,22934,other,15685193
mirnet-hsa-1655,hsa-mir-373,MIMAT0000726,ZHX1,ENSG00000165156,11244,other,15685193
mirnet-hsa-1656,hsa-mir-373,MIMAT0000726,C4orf28,NA,NA,other,15685193
mirnet-hsa-1657,hsa-mir-373,MIMAT0000726,TTC8,ENSG00000165533,123016,other,15685193
mirnet-hsa-1658,hsa-mir-373,MIMAT0000726,ADAM9,ENSG00000168615,8754,other,15685193
mirnet-hsa-1659,hsa-mir-373,MIMAT0000726,ADAM9,ENSG00000282230,8754,other,15685193
mirnet-hsa-1660,hsa-mir-373,MIMAT0000726,MED28,ENSG00000118579,80306,other,15685193
mirnet-hsa-1661,hsa-mir-373,MIMAT0000726,C13orf27,NA,NA,other,15685193
mirnet-hsa-1662,hsa-mir-373,MIMAT0000726,AOF1,NA,NA,other,15685193
mirnet-hsa-1663,hsa-mir-373,MIMAT0000726,MICA,ENSG00000204520,100507436,other,15685193
mirnet-hsa-1664,hsa-mir-373,MIMAT0000726,MICA,ENSG00000231225,100507436,other,15685193
mirnet-hsa-1665,hsa-mir-373,MIMAT0000726,MICA,ENSG00000233051,100507436,other,15685193
mirnet-hsa-1666,hsa-mir-373,MIMAT0000726,MICA,ENSG00000183214,100507436,other,15685193
mirnet-hsa-1667,hsa-mir-373,MIMAT0000726,MICA,ENSG00000235233,100507436,other,15685193
mirnet-hsa-1668,hsa-mir-373,MIMAT0000726,CNOT6,ENSG00000113300,57472,other,15685193
mirnet-hsa-1669,hsa-mir-373,MIMAT0000726,39692,NA,NA,other,15685193
mirnet-hsa-1670,hsa-mir-373,MIMAT0000726,C9orf78,ENSG00000136819,51759,other,15685193
mirnet-hsa-1671,hsa-mir-373,MIMAT0000726,ANKRD13B,ENSG00000198720,124930,other,15685193
mirnet-hsa-1672,hsa-mir-373,MIMAT0000726,ANKRD52,ENSG00000139645,283373,other,15685193
mirnet-hsa-1673,hsa-mir-373,MIMAT0000726,SLC25A23,ENSG00000125648,79085,other,15685193
mirnet-hsa-1674,hsa-mir-373,MIMAT0000726,KIAA1919,NA,NA,other,15685193
mirnet-hsa-1675,hsa-mir-373,MIMAT0000726,HSPA14,ENSG00000187522,51182,other,15685193
mirnet-hsa-1676,hsa-mir-373,MIMAT0000726,HSPA14,ENSG00000284024,51182,other,15685193
mirnet-hsa-1677,hsa-mir-373,MIMAT0000726,ZNF226,ENSG00000167380,7769,other,15685193
mirnet-hsa-1678,hsa-mir-373,MIMAT0000726,STK4,ENSG00000101109,6789,other,15685193
mirnet-hsa-1679,hsa-mir-373,MIMAT0000726,TMEM14A,ENSG00000096092,28978,other,15685193
mirnet-hsa-1680,hsa-mir-373,MIMAT0000726,PDIK1L,ENSG00000175087,149420,other,15685193
mirnet-hsa-1681,hsa-mir-373,MIMAT0000726,TFAP4,ENSG00000090447,7023,other,15685193
mirnet-hsa-1682,hsa-mir-373,MIMAT0000726,TBC1D2,ENSG00000095383,55357,other,15685193
mirnet-hsa-1683,hsa-mir-373,MIMAT0000726,TMEM9B,ENSG00000175348,56674,other,15685193
mirnet-hsa-1684,hsa-mir-373,MIMAT0000726,NIN,ENSG00000100503,51199,other,15685193
mirnet-hsa-1685,hsa-mir-373,MIMAT0000726,UBH1,NA,NA,other,15685193
mirnet-hsa-1686,hsa-mir-373,MIMAT0000726,BAZ1A,ENSG00000198604,11177,other,15685193
mirnet-hsa-1687,hsa-mir-373,MIMAT0000726,PRC1,ENSG00000198901,9055,other,15685193
mirnet-hsa-1688,hsa-mir-373,MIMAT0000726,GLTP,ENSG00000139433,51228,other,15685193
mirnet-hsa-1689,hsa-mir-373,MIMAT0000726,INSIG2,ENSG00000125629,51141,other,15685193
mirnet-hsa-1690,hsa-mir-373,MIMAT0000726,TUSC2,ENSG00000114383,11334,other,15685193
mirnet-hsa-1691,hsa-mir-373,MIMAT0000726,CDC2L6,NA,NA,other,15685193
mirnet-hsa-1692,hsa-mir-373,MIMAT0000726,CFL2,ENSG00000165410,1073,other,15685193
mirnet-hsa-1693,hsa-mir-373,MIMAT0000726,CENPF,ENSG00000117724,1063,other,15685193
mirnet-hsa-1694,hsa-mir-373,MIMAT0000726,GPSM2,ENSG00000121957,29899,other,15685193
mirnet-hsa-1695,hsa-mir-373,MIMAT0000726,C20orf142,NA,NA,other,15685193
mirnet-hsa-1696,hsa-mir-373,MIMAT0000726,STX11,ENSG00000135604,8676,other,15685193
mirnet-hsa-1697,hsa-mir-373,MIMAT0000726,TNFAIP1,ENSG00000109079,7126,other,15685193
mirnet-hsa-1698,hsa-mir-373,MIMAT0000726,RNF149,ENSG00000163162,284996,other,15685193
mirnet-hsa-1699,hsa-mir-373,MIMAT0000726,C12orf23,NA,NA,other,15685193
mirnet-hsa-1700,hsa-mir-373,MIMAT0000726,CYB5R4,ENSG00000065615,51167,other,15685193
mirnet-hsa-1701,hsa-mir-373,MIMAT0000726,GBP3,ENSG00000117226,2635,other,15685193
mirnet-hsa-1702,hsa-mir-373,MIMAT0000726,CD83,ENSG00000112149,9308,other,15685193
mirnet-hsa-1703,hsa-mir-373,MIMAT0000726,FYCO1,ENSG00000163820,79443,other,15685193
mirnet-hsa-1704,hsa-mir-373,MIMAT0000726,PBK,ENSG00000168078,55872,other,15685193
mirnet-hsa-1705,hsa-mir-373,MIMAT0000726,CMTM4,ENSG00000183723,146223,other,15685193
mirnet-hsa-1706,hsa-mir-373,MIMAT0000726,ARHGEF3,ENSG00000163947,50650,other,15685193
mirnet-hsa-1707,hsa-mir-373,MIMAT0000726,MKRN1,ENSG00000133606,23608,other,15685193
mirnet-hsa-1708,hsa-mir-373,MIMAT0000726,LMNB1,ENSG00000113368,4001,other,15685193
mirnet-hsa-1709,hsa-mir-373,MIMAT0000726,LUC7L2,ENSG00000146963,51631,other,15685193
mirnet-hsa-1710,hsa-mir-373,MIMAT0000726,HERPUD1,ENSG00000051108,9709,other,15685193
mirnet-hsa-1711,hsa-mir-373,MIMAT0000726,VPS26A,ENSG00000122958,9559,other,15685193
mirnet-hsa-1712,hsa-mir-373,MIMAT0000726,KLHL12,ENSG00000117153,59349,other,15685193
mirnet-hsa-1713,hsa-mir-373,MIMAT0000726,MYBL1,ENSG00000185697,4603,other,15685193
mirnet-hsa-1714,hsa-mir-373,MIMAT0000726,NUPL1,NA,NA,other,15685193
mirnet-hsa-1715,hsa-mir-373,MIMAT0000726,LOC51035,NA,NA,other,15685193
mirnet-hsa-1716,hsa-mir-373,MIMAT0000726,KIAA1399,NA,NA,other,15685193
mirnet-hsa-1717,hsa-mir-373,MIMAT0000726,CD24,ENSG00000272398,100133941,other,15685193
mirnet-hsa-1718,hsa-mir-373,MIMAT0000726,PHC2,ENSG00000134686,1912,other,15685193
mirnet-hsa-1719,hsa-mir-373,MIMAT0000726,PCGF5,ENSG00000180628,84333,other,15685193
mirnet-hsa-1720,hsa-mir-373,MIMAT0000726,C2orf18,NA,NA,other,15685193
mirnet-hsa-1721,hsa-mir-373,MIMAT0000726,C5orf5,NA,NA,other,15685193
mirnet-hsa-1722,hsa-mir-373,MIMAT0000726,GBAS,NA,NA,other,15685193
mirnet-hsa-1723,hsa-mir-373,MIMAT0000726,KIF23,ENSG00000137807,9493,other,15685193
mirnet-hsa-1724,hsa-mir-373,MIMAT0000726,CD44,ENSG00000026508,960,Western blot,19158933
mirnet-hsa-1725,hsa-mir-373,MIMAT0000726,RECK,ENSG00000122707,8434,Western blot,20154725
mirnet-hsa-1726,hsa-mir-373,MIMAT0000726,VEGFA,ENSG00000112715,7422,ELISA,18320040
mirnet-hsa-1727,hsa-mir-375,MIMAT0000728,YAP1,ENSG00000137693,10413,other,20100814
mirnet-hsa-1728,hsa-mir-375,MIMAT0000728,YWHAZ,ENSG00000164924,7534,Western blot,20215506
mirnet-hsa-1729,hsa-mir-375,MIMAT0000728,JAK2,ENSG00000096968,3717,Western blot,20548334
mirnet-hsa-1730,hsa-mir-377,MIMAT0000730,PAK1,ENSG00000149269,5058,Western blot,18716028
mirnet-hsa-1731,hsa-mir-378*,MIMAT0000731,TUSC2,ENSG00000114383,11334,Western blot,18077375
mirnet-hsa-1732,hsa-mir-378*,MIMAT0000731,SUFU,ENSG00000107882,51684,Western blot,18077375
mirnet-hsa-1733,hsa-mir-378,MIMAT0000732,VEGFA,ENSG00000112715,7422,ELISA,18320040
mirnet-hsa-1734,hsa-mir-379,MIMAT0000733,rs2737,NA,NA,other,21394385
mirnet-hsa-1735,hsa-mir-381,MIMAT0000736,LRRC4,ENSG00000128594,64101,immunocytochemistry,21435336
mirnet-hsa-1736,hsa-mir-330-3p,MIMAT0000751,E2F1,ENSG00000101412,1869,Western blot,19597470
mirnet-hsa-1737,hsa-mir-323-3p,MIMAT0000755,FMR1,ENSG00000102081,2332,other,20435064
mirnet-hsa-1738,hsa-mir-326,MIMAT0000756,SMO,ENSG00000128602,6608,Western blot,18756266
mirnet-hsa-1739,hsa-mir-135b,MIMAT0000758,APC,ENSG00000134982,324,Western blot,18632633
mirnet-hsa-1740,hsa-mir-148b,MIMAT0000759,DNMT3B,ENSG00000088305,1789,Western blot,18367714
mirnet-hsa-1741,hsa-mir-148b,MIMAT0000759,CCKBR,ENSG00000110148,887,Western blot,21205300
mirnet-hsa-1742,hsa-mir-148b,MIMAT0000759,DNMT1,ENSG00000130816,1786,other,21205300
mirnet-hsa-1743,hsa-mir-148b,MIMAT0000759,WNT10B,ENSG00000169884,7480,other,21205300
mirnet-hsa-1744,hsa-mir-148b,MIMAT0000759,NOG,ENSG00000183691,9241,other,21205300
mirnet-hsa-1745,hsa-mir-148b,MIMAT0000759,ROBO1,ENSG00000169855,6091,other,21205300
mirnet-hsa-1746,hsa-mir-331-3p,MIMAT0000760,CDCA5,ENSG00000146670,113130,other,19996289
mirnet-hsa-1747,hsa-mir-331-3p,MIMAT0000760,KIF23,ENSG00000137807,9493,other,19996289
mirnet-hsa-1748,hsa-mir-331-3p,MIMAT0000760,ERBB2,ENSG00000141736,2064,Western blot,19584056
mirnet-hsa-1749,hsa-mir-324-5p,MIMAT0000761,GLI1,ENSG00000111087,2735,Western blot,18756266
mirnet-hsa-1750,hsa-mir-324-5p,MIMAT0000761,SMO,ENSG00000128602,6608,Western blot,18756266
mirnet-hsa-1751,hsa-mir-338-3p,MIMAT0000763,UBE2Q1,ENSG00000160714,55585,other,18684991
mirnet-hsa-1752,hsa-mir-335,MIMAT0000765,SOX4,ENSG00000124766,6659,other,18185580
mirnet-hsa-1753,hsa-mir-335,MIMAT0000765,PTPRN2,ENSG00000155093,5799,other,18185580
mirnet-hsa-1754,hsa-mir-335,MIMAT0000765,PTPRN2,ENSG00000282185,5799,other,18185580
mirnet-hsa-1755,hsa-mir-335,MIMAT0000765,MERTK,ENSG00000153208,10461,other,18185580
mirnet-hsa-1756,hsa-mir-133b,MIMAT0000770,PTBP2,ENSG00000117569,58155,Western blot,17210790
mirnet-hsa-1757,hsa-mir-133b,MIMAT0000770,PITX3,ENSG00000107859,5309,Western blot,17761882
mirnet-hsa-1758,hsa-mir-133b,MIMAT0000770,PKM2,NA,NA,Western blot,18464261
mirnet-hsa-1759,hsa-mir-133b,MIMAT0000770,KLF15,ENSG00000163884,28999,Western blot,19720047
mirnet-hsa-1760,hsa-mir-346,MIMAT0000773,LIF,ENSG00000128342,3976,ELISA,19011087
mirnet-hsa-1761,hsa-mir-424,MIMAT0001341,NFIA,ENSG00000162599,4774,other,18056638
mirnet-hsa-1762,hsa-mir-424,MIMAT0001341,CDK6,ENSG00000105810,1021,Western blot,18701644
mirnet-hsa-1763,hsa-mir-424,MIMAT0001341,CCNE1,ENSG00000105173,898,Western blot,18701644
mirnet-hsa-1764,hsa-mir-424,MIMAT0001341,CCND3,ENSG00000112576,896,Western blot,18701644
mirnet-hsa-1765,hsa-mir-424,MIMAT0001341,CCND1,ENSG00000110092,595,Western blot,18701644
mirnet-hsa-1766,hsa-mir-424,MIMAT0001341,FGFR1,ENSG00000077782,2260,other,20065103
mirnet-hsa-1767,hsa-mir-424,MIMAT0001341,MAP2K1,ENSG00000169032,5604,other,20065103
mirnet-hsa-1768,hsa-mir-424,MIMAT0001341,PLAG1,ENSG00000181690,5324,other,19692702
mirnet-hsa-1769,hsa-mir-424,MIMAT0001341,VEGFR2,NA,NA,Western blot,21885851
mirnet-hsa-1770,hsa-mir-424,MIMAT0001341,FGFR1,ENSG00000077782,2260,Western blot,21885851
mirnet-hsa-1771,hsa-mir-424,MIMAT0001341,VEGF,NA,NA,Western blot,21885851
mirnet-hsa-1772,hsa-mir-20b,MIMAT0001413,ESR1,ENSG00000091831,2099,Luciferase activity assay,19706389
mirnet-hsa-1773,hsa-mir-20b,MIMAT0001413,VEGFA,ENSG00000112715,7422,ELISA,18320040
mirnet-hsa-1774,hsa-mir-429,MIMAT0001536,RERE,ENSG00000142599,473,other,17923093
mirnet-hsa-1775,hsa-mir-429,MIMAT0001536,FOG2,NA,NA,other,20005803
mirnet-hsa-1776,hsa-mir-429,MIMAT0001536,ERBB2IP,NA,NA,other,20005803
mirnet-hsa-1777,hsa-mir-429,MIMAT0001536,BAP1,ENSG00000163930,8314,other,20005803
mirnet-hsa-1778,hsa-mir-429,MIMAT0001536,KLHL20,ENSG00000076321,27252,other,20005803
mirnet-hsa-1779,hsa-mir-429,MIMAT0001536,PTPRD,ENSG00000153707,5789,other,20005803
mirnet-hsa-1780,hsa-mir-429,MIMAT0001536,PTPRD,ENSG00000282932,5789,other,20005803
mirnet-hsa-1781,hsa-mir-429,MIMAT0001536,ELMO2,ENSG00000062598,63916,other,20005803
mirnet-hsa-1782,hsa-mir-429,MIMAT0001536,WDR37,ENSG00000047056,22884,other,20005803
mirnet-hsa-1783,hsa-mir-429,MIMAT0001536,ERRFI1,ENSG00000116285,54206,other,19671845
mirnet-hsa-1784,hsa-mir-449a,MIMAT0001541,WISP2,NA,NA,other,19351815
mirnet-hsa-1785,hsa-mir-433,MIMAT0001627,FGF20,ENSG00000078579,26281,other,18252210
mirnet-hsa-1786,hsa-mir-433,MIMAT0001627,HDAC6,ENSG00000094631,10013,Western blot,20181727
mirnet-hsa-1787,hsa-mir-451,MIMAT0001631,ABCB1,ENSG00000085563,5243,other,18645025
mirnet-hsa-1788,hsa-mir-451,MIMAT0001631,MIF,ENSG00000240972,4282,Western blot,19318487
mirnet-hsa-1789,hsa-mir-451,MIMAT0001631,MIF,ENSG00000276701,4282,Western blot,19318487
mirnet-hsa-1790,hsa-mir-485-3p,MIMAT0002176,NTRK3,ENSG00000140538,4916,other,19370765
mirnet-hsa-1791,hsa-mir-489,MIMAT0002805,GCA,ENSG00000115271,25801,other,19440384
mirnet-hsa-1792,hsa-mir-489,MIMAT0002805,PEX7,ENSG00000112357,5191,other,19440384
mirnet-hsa-1793,hsa-mir-146b-5p,MIMAT0002809,MMP16,ENSG00000156103,4325,other,19265686
mirnet-hsa-1794,hsa-mir-494,MIMAT0002816,PTEN,ENSG00000171862,5728,Western blot,20006626
mirnet-hsa-1795,hsa-mir-494,MIMAT0002816,PTEN,ENSG00000284792,5728,Western blot,20006626
mirnet-hsa-1796,hsa-mir-193b,MIMAT0002819,PLAU,ENSG00000122861,5328,Western blot,19701247
mirnet-hsa-1797,hsa-mir-193b,MIMAT0002819,ESR1,ENSG00000091831,2099,other,19684618
mirnet-hsa-1798,hsa-mir-181d,MIMAT0002821,NLK,ENSG00000087095,51701,Western blot,19585654
mirnet-hsa-1799,hsa-mir-181d,MIMAT0002821,CDX2,ENSG00000165556,1045,Western blot,19585654
mirnet-hsa-1800,hsa-mir-181d,MIMAT0002821,GATA6,ENSG00000141448,2627,Western blot,19585654
mirnet-hsa-1801,hsa-mir-512-3p,MIMAT0002823,CFLAR,ENSG00000003402,8837,other,20372864
mirnet-hsa-1802,hsa-mir-519c-3p,MIMAT0002832,ABCG2,ENSG00000118777,9429,other,18573883
mirnet-hsa-1803,hsa-mir-520b,MIMAT0002843,MICA,ENSG00000204520,100507436,other,19109132
mirnet-hsa-1804,hsa-mir-520b,MIMAT0002843,MICA,ENSG00000231225,100507436,other,19109132
mirnet-hsa-1805,hsa-mir-520b,MIMAT0002843,MICA,ENSG00000233051,100507436,other,19109132
mirnet-hsa-1806,hsa-mir-520b,MIMAT0002843,MICA,ENSG00000183214,100507436,other,19109132
mirnet-hsa-1807,hsa-mir-520b,MIMAT0002843,MICA,ENSG00000235233,100507436,other,19109132
mirnet-hsa-1808,hsa-mir-520c-3p,MIMAT0002846,APP,ENSG00000142192,351,Western blot,18684319
mirnet-hsa-1809,hsa-mir-520g,MIMAT0002858,VEGFA,ENSG00000112715,7422,ELISA,18320040
mirnet-hsa-1810,hsa-mir-520h,MIMAT0002867,VEGFA,ENSG00000112715,7422,ELISA,18320040
mirnet-hsa-1811,hsa-mir-520h,MIMAT0002867,ABCG2,ENSG00000118777,9429,other,18189265
mirnet-hsa-1812,hsa-mir-502-5p,MIMAT0002873,SET8,NA,NA,other,19789321
mirnet-hsa-1813,hsa-mir-503,MIMAT0002874,CCND1,ENSG00000110092,595,Western blot,19538740
mirnet-hsa-1814,hsa-mir-503,MIMAT0002874,CDC25A,ENSG00000164045,993,Western blot,21220732
mirnet-hsa-1815,hsa-mir-503,MIMAT0002874,CCNE1,ENSG00000105173,898,Western blot,21220732
mirnet-hsa-1816,hsa-mir-504,MIMAT0002875,VEGFA,ENSG00000112715,7422,ELISA,18320040
mirnet-hsa-1817,hsa-mir-513a-5p,MIMAT0002877,CD274,ENSG00000120217,29126,other,19155478
mirnet-hsa-1818,hsa-mir-509-3p,MIMAT0002881,NTRK3,ENSG00000140538,4916,other,19370765
mirnet-hsa-1819,hsa-mir-510,MIMAT0002882,HTR3E,ENSG00000186038,285242,other,18614545
mirnet-hsa-1820,hsa-mir-510,MIMAT0002882,SPDEF,ENSG00000124664,25803,other,18922924
mirnet-hsa-1821,hsa-mir-532-5p,MIMAT0002888,RUNX3,ENSG00000020633,864,Western blot,19336521
mirnet-hsa-1822,hsa-mir-18a*,MIMAT0002891,KRAS,ENSG00000133703,3845,Western blot,19372139
mirnet-hsa-1823,hsa-mir-92b,MIMAT0003218,CDKN1C,ENSG00000129757,1028,Western blot,19544458
mirnet-hsa-1824,hsa-mir-92b,MIMAT0003218,CDKN1C,ENSG00000273707,1028,Western blot,19544458
mirnet-hsa-1825,hsa-mir-559,MIMAT0003223,MTA1,ENSG00000182979,9112,Western blot,19584269
mirnet-hsa-1826,hsa-mir-559,MIMAT0003223,ERBB2,ENSG00000141736,2064,other,19486885
mirnet-hsa-1827,hsa-mir-605,MIMAT0003273,SEC24D,ENSG00000150961,9871,Western blot,19336450
mirnet-hsa-1828,hsa-mir-622,MIMAT0003291,ING1,ENSG00000153487,3621,Western blot,21528065
mirnet-hsa-1829,hsa-mir-622,MIMAT0003291,K-Ras,NA,NA,Western blot,22016468
mirnet-hsa-1830,hsa-mir-625,MIMAT0003294,NTRK3,ENSG00000140538,4916,other,19370765
mirnet-hsa-1831,hsa-mir-33b,MIMAT0003301,ABCA1,ENSG00000165029,19,Western blot,20466882
mirnet-hsa-1832,hsa-mir-637,MIMAT0003307,Osx,NA,NA,other,21880893
mirnet-hsa-1833,hsa-mir-650,MIMAT0003320,ING4,ENSG00000111653,51147,Western blot,20381459
mirnet-hsa-1834,hsa-mir-548d-3p,MIMAT0003323,ERBB2,ENSG00000141736,2064,other,19486885
mirnet-hsa-1835,hsa-mir-661,MIMAT0003324,MTA1,ENSG00000182979,9112,Western blot,19584269
mirnet-hsa-1836,hsa-mir-657,MIMAT0003335,IGF2R,ENSG00000197081,3482,ELISA,18602895
mirnet-hsa-1837,hsa-mir-659,MIMAT0003337,GRN,ENSG00000030582,2896,Western blot,18723524
mirnet-hsa-1838,hsa-mir-421,MIMAT0003339,CBX7,ENSG00000100307,23492,Western blot,19802518
mirnet-hsa-1839,hsa-mir-421,MIMAT0003339,RBMXL1,ENSG00000213516,494115,Western blot,19802518
mirnet-hsa-1840,hsa-mir-376a*,MIMAT0003386,SFRS11,NA,NA,other,17322061
mirnet-hsa-1841,hsa-mir-376a*,MIMAT0003386,SLC16A1,ENSG00000155380,6566,other,17322061
mirnet-hsa-1842,hsa-mir-376a*,MIMAT0003386,SLC16A1,ENSG00000281917,6566,other,17322061
mirnet-hsa-1843,hsa-mir-376a*,MIMAT0003386,TTK,ENSG00000112742,7272,other,17322061
mirnet-hsa-1844,hsa-mir-758,MIMAT0003879,ABCA1,ENSG00000165029,19,other,21885853
mirnet-hsa-1845,hsa-mir-758,MIMAT0003879,Slc38a1,NA,NA,other,21885853
mirnet-hsa-1846,hsa-mir-758,MIMAT0003879,Epha7,NA,NA,other,21885853
mirnet-hsa-1847,hsa-mir-758,MIMAT0003879,Mytl1,NA,NA,other,21885853
mirnet-hsa-1848,hsa-mir-765,MIMAT0003945,NTRK3,ENSG00000140538,4916,other,19370765
mirnet-hsa-1849,hsa-mir-802,MIMAT0004185,MeCP2,NA,NA,Western blot,19897480
mirnet-hsa-1850,hsa-mir-802,MIMAT0004185,hAT1R,NA,NA,Western blot,20558762
mirnet-hsa-1851,hsa-mir-675,MIMAT0004284,RB1,ENSG00000139687,5925,Western blot,19926638
mirnet-hsa-1852,hsa-mir-101*,MIMAT0004513,PRKDC,ENSG00000253729,5591,other,20617180
mirnet-hsa-1853,hsa-mir-101*,MIMAT0004513,ATM,ENSG00000149311,472,other,20617180
mirnet-hsa-1854,hsa-mir-34b,MIMAT0004676,NOTCH4,ENSG00000204301,4855,other,18803879
mirnet-hsa-1855,hsa-mir-34b,MIMAT0004676,NOTCH4,ENSG00000223355,4855,other,18803879
mirnet-hsa-1856,hsa-mir-34b,MIMAT0004676,NOTCH4,ENSG00000206312,4855,other,18803879
mirnet-hsa-1857,hsa-mir-34b,MIMAT0004676,NOTCH4,ENSG00000235396,4855,other,18803879
mirnet-hsa-1858,hsa-mir-34b,MIMAT0004676,NOTCH4,ENSG00000238196,4855,other,18803879
mirnet-hsa-1859,hsa-mir-34b,MIMAT0004676,NOTCH4,ENSG00000234876,4855,other,18803879
mirnet-hsa-1860,hsa-mir-34b,MIMAT0004676,NOTCH4,ENSG00000232339,4855,other,18803879
mirnet-hsa-1861,hsa-mir-34b,MIMAT0004676,NOTCH2,ENSG00000134250,4853,other,18803879
mirnet-hsa-1862,hsa-mir-34b,MIMAT0004676,HMGA2,ENSG00000149948,8091,other,18803879
mirnet-hsa-1863,hsa-mir-34b,MIMAT0004676,NOTCH1,ENSG00000148400,4851,other,18803879
